INFO:__main__:Rank: -1 - World Size: -1
INFO:__main__:Suppressing subprocess logging. If this is not desired enable debug mode.
2022-11-15 14:48:06.935648: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-11-15 14:48:07.226672: E tensorflow/stream_executor/cuda/cuda_blas.cc:2981] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2022-11-15 14:48:09.786798: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.786998: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.787021: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
INFO:__main__:Loading data.
WARNING:datasets.builder:Found cached dataset sst2 (/home/users1/zhouwi/.cache/huggingface/datasets/sst2/default/2.0.0/9896208a8d85db057ac50c72282bcb8fe755accc671a57dd8059d4e130961ed5)
start
load data
  0%|          | 0/3 [00:00<?, ?it/s]
100%|██████████| 3/3 [00:00<00:00, 246.76it/s]
INFO:__main__:Initializing model.
Some weights of the model checkpoint at bert-base-uncased were not used when initializing BertForSequenceClassification: ['cls.seq_relationship.weight', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/mount/arbeitsdaten20/projekte/cik/users/wei/lsc/lib64/python3.10/site-packages/transformers/optimization.py:306: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
INFO:__main__:Updating 109483778 / 109483778 params.
INFO:__main__:Epoch: 0
INFO:__main__:Training...
67349
610
262
done loading dataset and model config
done loading model
warmup_steps 420.93125000000003
  0%|          | 0/2105 [00:00<?, ?it/s]Truncation was not explicitly activated but `max_length` is provided a specific value, please use `truncation=True` to explicitly truncate examples to max length. Defaulting to 'longest_first' truncation strategy. If you encode pairs of sequences (GLUE-style) with the tokenizer you can select this strategy more precisely by providing a specific strategy to `truncation`.
loss:  0.3042, accuracy: 0.8717:  40%|████      | 843/2105 [45:34<1:07:43,  3.22s/it]
loss:  0.3042, accuracy: 0.8717:  40%|████      | 843/2105 [45:37<1:07:43,  3.22s/it]
loss:  0.3042, accuracy: 0.8717:  40%|████      | 844/2105 [45:37<1:07:47,  3.23s/it]
loss:  0.3041, accuracy: 0.8717:  40%|████      | 844/2105 [45:41<1:07:47,  3.23s/it]
loss:  0.3041, accuracy: 0.8717:  40%|████      | 845/2105 [45:41<1:07:38,  3.22s/it]
loss:  0.3041, accuracy: 0.8717:  40%|████      | 845/2105 [45:44<1:07:38,  3.22s/it]
loss:  0.3041, accuracy: 0.8717:  40%|████      | 846/2105 [45:44<1:07:31,  3.22s/it]
loss:  0.3039, accuracy: 0.8717:  40%|████      | 846/2105 [45:47<1:07:31,  3.22s/it]
loss:  0.3039, accuracy: 0.8717:  40%|████      | 847/2105 [45:47<1:07:26,  3.22s/it]
loss:  0.3039, accuracy: 0.8718:  40%|████      | 847/2105 [45:50<1:07:26,  3.22s/it]
loss:  0.3039, accuracy: 0.8718:  40%|████      | 848/2105 [45:50<1:07:20,  3.21s/it]
loss:  0.3038, accuracy: 0.8718:  40%|████      | 848/2105 [45:54<1:07:20,  3.21s/it]
loss:  0.3038, accuracy: 0.8718:  40%|████      | 849/2105 [45:54<1:07:16,  3.21s/it]
loss:  0.3037, accuracy: 0.8719:  40%|████      | 849/2105 [45:57<1:07:16,  3.21s/it]
loss:  0.3037, accuracy: 0.8719:  40%|████      | 850/2105 [45:57<1:07:11,  3.21s/it]
loss:  0.3036, accuracy: 0.8720:  40%|████      | 850/2105 [46:00<1:07:11,  3.21s/it]
loss:  0.3036, accuracy: 0.8720:  40%|████      | 851/2105 [46:00<1:07:08,  3.21s/it]
loss:  0.3035, accuracy: 0.8720:  40%|████      | 851/2105 [46:03<1:07:08,  3.21s/it]
loss:  0.3035, accuracy: 0.8720:  40%|████      | 852/2105 [46:03<1:07:04,  3.21s/it]
loss:  0.3033, accuracy: 0.8721:  40%|████      | 852/2105 [46:06<1:07:04,  3.21s/it]
loss:  0.3033, accuracy: 0.8721:  41%|████      | 853/2105 [46:06<1:07:09,  3.22s/it]
loss:  0.3030, accuracy: 0.8722:  41%|████      | 853/2105 [46:10<1:07:09,  3.22s/it]
loss:  0.3030, accuracy: 0.8722:  41%|████      | 854/2105 [46:10<1:07:09,  3.22s/it]
loss:  0.3028, accuracy: 0.8723:  41%|████      | 854/2105 [46:13<1:07:09,  3.22s/it]
loss:  0.3028, accuracy: 0.8723:  41%|████      | 855/2105 [46:13<1:07:00,  3.22s/it]
loss:  0.3026, accuracy: 0.8723:  41%|████      | 855/2105 [46:16<1:07:00,  3.22s/it]
loss:  0.3026, accuracy: 0.8723:  41%|████      | 856/2105 [46:16<1:06:55,  3.21s/it]
loss:  0.3026, accuracy: 0.8723:  41%|████      | 856/2105 [46:19<1:06:55,  3.21s/it]
loss:  0.3026, accuracy: 0.8723:  41%|████      | 857/2105 [46:19<1:06:49,  3.21s/it]
loss:  0.3025, accuracy: 0.8723:  41%|████      | 857/2105 [46:22<1:06:49,  3.21s/it]
loss:  0.3025, accuracy: 0.8723:  41%|████      | 858/2105 [46:22<1:06:50,  3.22s/it]
loss:  0.3026, accuracy: 0.8723:  41%|████      | 858/2105 [46:26<1:06:50,  3.22s/it]
loss:  0.3026, accuracy: 0.8723:  41%|████      | 859/2105 [46:26<1:06:44,  3.21s/it]
loss:  0.3023, accuracy: 0.8725:  41%|████      | 859/2105 [46:29<1:06:44,  3.21s/it]
loss:  0.3023, accuracy: 0.8725:  41%|████      | 860/2105 [46:29<1:06:40,  3.21s/it]
loss:  0.3023, accuracy: 0.8725:  41%|████      | 860/2105 [46:32<1:06:40,  3.21s/it]
loss:  0.3023, accuracy: 0.8725:  41%|████      | 861/2105 [46:32<1:06:35,  3.21s/it]
loss:  0.3021, accuracy: 0.8725:  41%|████      | 861/2105 [46:35<1:06:35,  3.21s/it]
loss:  0.3021, accuracy: 0.8725:  41%|████      | 862/2105 [46:35<1:06:34,  3.21s/it]
loss:  0.3020, accuracy: 0.8726:  41%|████      | 862/2105 [46:39<1:06:34,  3.21s/it]
loss:  0.3020, accuracy: 0.8726:  41%|████      | 863/2105 [46:39<1:06:31,  3.21s/it]
loss:  0.3019, accuracy: 0.8726:  41%|████      | 863/2105 [46:42<1:06:31,  3.21s/it]
loss:  0.3019, accuracy: 0.8726:  41%|████      | 864/2105 [46:42<1:06:36,  3.22s/it]
loss:  0.3017, accuracy: 0.8727:  41%|████      | 864/2105 [46:45<1:06:36,  3.22s/it]
loss:  0.3017, accuracy: 0.8727:  41%|████      | 865/2105 [46:45<1:06:28,  3.22s/it]
loss:  0.3015, accuracy: 0.8727:  41%|████      | 865/2105 [46:48<1:06:28,  3.22s/it]
loss:  0.3015, accuracy: 0.8727:  41%|████      | 866/2105 [46:48<1:06:27,  3.22s/it]
loss:  0.3015, accuracy: 0.8727:  41%|████      | 866/2105 [46:51<1:06:27,  3.22s/it]
loss:  0.3015, accuracy: 0.8727:  41%|████      | 867/2105 [46:51<1:06:22,  3.22s/it]
loss:  0.3014, accuracy: 0.8728:  41%|████      | 867/2105 [46:55<1:06:22,  3.22s/it]
loss:  0.3014, accuracy: 0.8728:  41%|████      | 868/2105 [46:55<1:06:17,  3.22s/it]
loss:  0.3015, accuracy: 0.8727:  41%|████      | 868/2105 [46:58<1:06:17,  3.22s/it]
loss:  0.3015, accuracy: 0.8727:  41%|████▏     | 869/2105 [46:58<1:06:11,  3.21s/it]
loss:  0.3013, accuracy: 0.8728:  41%|████▏     | 869/2105 [47:01<1:06:11,  3.21s/it]
loss:  0.3013, accuracy: 0.8728:  41%|████▏     | 870/2105 [47:01<1:06:17,  3.22s/it]
loss:  0.3011, accuracy: 0.8729:  41%|████▏     | 870/2105 [47:04<1:06:17,  3.22s/it]
loss:  0.3011, accuracy: 0.8729:  41%|████▏     | 871/2105 [47:04<1:06:12,  3.22s/it]
loss:  0.3008, accuracy: 0.8730:  41%|████▏     | 871/2105 [47:08<1:06:12,  3.22s/it]
loss:  0.3008, accuracy: 0.8730:  41%|████▏     | 872/2105 [47:08<1:06:14,  3.22s/it]
loss:  0.3007, accuracy: 0.8731:  41%|████▏     | 872/2105 [47:11<1:06:14,  3.22s/it]
loss:  0.3007, accuracy: 0.8731:  41%|████▏     | 873/2105 [47:11<1:06:04,  3.22s/it]
loss:  0.3006, accuracy: 0.8730:  41%|████▏     | 873/2105 [47:14<1:06:04,  3.22s/it]
loss:  0.3006, accuracy: 0.8730:  42%|████▏     | 874/2105 [47:14<1:05:59,  3.22s/it]
loss:  0.3003, accuracy: 0.8732:  42%|████▏     | 874/2105 [47:17<1:05:59,  3.22s/it]
loss:  0.3003, accuracy: 0.8732:  42%|████▏     | 875/2105 [47:17<1:05:54,  3.21s/it]
loss:  0.3004, accuracy: 0.8732:  42%|████▏     | 875/2105 [47:20<1:05:54,  3.21s/it]
loss:  0.3004, accuracy: 0.8732:  42%|████▏     | 876/2105 [47:20<1:05:50,  3.21s/it]
loss:  0.3003, accuracy: 0.8733:  42%|████▏     | 876/2105 [47:24<1:05:50,  3.21s/it]
loss:  0.3003, accuracy: 0.8733:  42%|████▏     | 877/2105 [47:24<1:05:45,  3.21s/it]
loss:  0.3002, accuracy: 0.8733:  42%|████▏     | 877/2105 [47:27<1:05:45,  3.21s/it]
loss:  0.3002, accuracy: 0.8733:  42%|████▏     | 878/2105 [47:27<1:05:42,  3.21s/it]
loss:  0.3000, accuracy: 0.8734:  42%|████▏     | 878/2105 [47:30<1:05:42,  3.21s/it]
loss:  0.3000, accuracy: 0.8734:  42%|████▏     | 879/2105 [47:30<1:05:56,  3.23s/it]
loss:  0.2997, accuracy: 0.8735:  42%|████▏     | 879/2105 [47:33<1:05:56,  3.23s/it]
loss:  0.2997, accuracy: 0.8735:  42%|████▏     | 880/2105 [47:33<1:05:54,  3.23s/it]
loss:  0.3000, accuracy: 0.8735:  42%|████▏     | 880/2105 [47:36<1:05:54,  3.23s/it]
loss:  0.3000, accuracy: 0.8735:  42%|████▏     | 881/2105 [47:36<1:05:41,  3.22s/it]
loss:  0.2998, accuracy: 0.8736:  42%|████▏     | 881/2105 [47:40<1:05:41,  3.22s/it]
loss:  0.2998, accuracy: 0.8736:  42%|████▏     | 882/2105 [47:40<1:05:32,  3.22s/it]
loss:  0.2997, accuracy: 0.8737:  42%|████▏     | 882/2105 [47:43<1:05:32,  3.22s/it]
loss:  0.2997, accuracy: 0.8737:  42%|████▏     | 883/2105 [47:43<1:05:31,  3.22s/it]
loss:  0.2995, accuracy: 0.8738:  42%|████▏     | 883/2105 [47:46<1:05:31,  3.22s/it]
loss:  0.2995, accuracy: 0.8738:  42%|████▏     | 884/2105 [47:46<1:05:26,  3.22s/it]
loss:  0.2994, accuracy: 0.8739:  42%|████▏     | 884/2105 [47:49<1:05:26,  3.22s/it]
loss:  0.2994, accuracy: 0.8739:  42%|████▏     | 885/2105 [47:49<1:05:30,  3.22s/it]
loss:  0.2993, accuracy: 0.8740:  42%|████▏     | 885/2105 [47:53<1:05:30,  3.22s/it]
loss:  0.2993, accuracy: 0.8740:  42%|████▏     | 886/2105 [47:53<1:05:37,  3.23s/it]
loss:  0.2991, accuracy: 0.8740:  42%|████▏     | 886/2105 [47:56<1:05:37,  3.23s/it]
loss:  0.2991, accuracy: 0.8740:  42%|████▏     | 887/2105 [47:56<1:06:17,  3.27s/it]
loss:  0.2990, accuracy: 0.8740:  42%|████▏     | 887/2105 [47:59<1:06:17,  3.27s/it]
loss:  0.2990, accuracy: 0.8740:  42%|████▏     | 888/2105 [47:59<1:05:58,  3.25s/it]
loss:  0.2992, accuracy: 0.8740:  42%|████▏     | 888/2105 [48:02<1:05:58,  3.25s/it]
loss:  0.2992, accuracy: 0.8740:  42%|████▏     | 889/2105 [48:02<1:05:43,  3.24s/it]
loss:  0.2990, accuracy: 0.8741:  42%|████▏     | 889/2105 [48:06<1:05:43,  3.24s/it]
loss:  0.2990, accuracy: 0.8741:  42%|████▏     | 890/2105 [48:06<1:05:25,  3.23s/it]
loss:  0.2989, accuracy: 0.8741:  42%|████▏     | 890/2105 [48:09<1:05:25,  3.23s/it]
loss:  0.2989, accuracy: 0.8741:  42%|████▏     | 891/2105 [48:09<1:05:19,  3.23s/it]
loss:  0.2988, accuracy: 0.8742:  42%|████▏     | 891/2105 [48:12<1:05:19,  3.23s/it]
loss:  0.2988, accuracy: 0.8742:  42%|████▏     | 892/2105 [48:12<1:05:18,  3.23s/it]
loss:  0.2986, accuracy: 0.8742:  42%|████▏     | 892/2105 [48:15<1:05:18,  3.23s/it]
loss:  0.2986, accuracy: 0.8742:  42%|████▏     | 893/2105 [48:15<1:05:10,  3.23s/it]
loss:  0.2985, accuracy: 0.8743:  42%|████▏     | 893/2105 [48:18<1:05:10,  3.23s/it]
loss:  0.2985, accuracy: 0.8743:  42%|████▏     | 894/2105 [48:18<1:05:03,  3.22s/it]
loss:  0.2984, accuracy: 0.8744:  42%|████▏     | 894/2105 [48:22<1:05:03,  3.22s/it]
loss:  0.2984, accuracy: 0.8744:  43%|████▎     | 895/2105 [48:22<1:05:00,  3.22s/it]
loss:  0.2983, accuracy: 0.8744:  43%|████▎     | 895/2105 [48:25<1:05:00,  3.22s/it]
loss:  0.2983, accuracy: 0.8744:  43%|████▎     | 896/2105 [48:25<1:04:51,  3.22s/it]
loss:  0.2981, accuracy: 0.8745:  43%|████▎     | 896/2105 [48:28<1:04:51,  3.22s/it]
loss:  0.2981, accuracy: 0.8745:  43%|████▎     | 897/2105 [48:28<1:04:49,  3.22s/it]
loss:  0.2982, accuracy: 0.8745:  43%|████▎     | 897/2105 [48:31<1:04:49,  3.22s/it]
loss:  0.2982, accuracy: 0.8745:  43%|████▎     | 898/2105 [48:31<1:04:44,  3.22s/it]
loss:  0.2983, accuracy: 0.8744:  43%|████▎     | 898/2105 [48:35<1:04:44,  3.22s/it]
loss:  0.2983, accuracy: 0.8744:  43%|████▎     | 899/2105 [48:35<1:04:39,  3.22s/it]
loss:  0.2981, accuracy: 0.8745:  43%|████▎     | 899/2105 [48:38<1:04:39,  3.22s/it]
loss:  0.2981, accuracy: 0.8745:  43%|████▎     | 900/2105 [48:38<1:04:51,  3.23s/it]
loss:  0.2978, accuracy: 0.8746:  43%|████▎     | 900/2105 [48:41<1:04:51,  3.23s/it]
loss:  0.2978, accuracy: 0.8746:  43%|████▎     | 901/2105 [48:41<1:04:51,  3.23s/it]
loss:  0.2977, accuracy: 0.8747:  43%|████▎     | 901/2105 [48:44<1:04:51,  3.23s/it]
loss:  0.2977, accuracy: 0.8747:  43%|████▎     | 902/2105 [48:44<1:04:39,  3.22s/it]
loss:  0.2977, accuracy: 0.8748:  43%|████▎     | 902/2105 [48:47<1:04:39,  3.22s/it]
loss:  0.2977, accuracy: 0.8748:  43%|████▎     | 903/2105 [48:47<1:04:32,  3.22s/it]
loss:  0.2977, accuracy: 0.8748:  43%|████▎     | 903/2105 [48:51<1:04:32,  3.22s/it]
loss:  0.2977, accuracy: 0.8748:  43%|████▎     | 904/2105 [48:51<1:05:16,  3.26s/it]
loss:  0.2975, accuracy: 0.8749:  43%|████▎     | 904/2105 [48:54<1:05:16,  3.26s/it]
loss:  0.2975, accuracy: 0.8749:  43%|████▎     | 905/2105 [48:54<1:05:50,  3.29s/it]
loss:  0.2973, accuracy: 0.8750:  43%|████▎     | 905/2105 [48:58<1:05:50,  3.29s/it]
loss:  0.2973, accuracy: 0.8750:  43%|████▎     | 906/2105 [48:58<1:06:11,  3.31s/it]
loss:  0.2973, accuracy: 0.8750:  43%|████▎     | 906/2105 [49:01<1:06:11,  3.31s/it]
loss:  0.2973, accuracy: 0.8750:  43%|████▎     | 907/2105 [49:01<1:06:33,  3.33s/it]
loss:  0.2972, accuracy: 0.8751:  43%|████▎     | 907/2105 [49:04<1:06:33,  3.33s/it]
loss:  0.2972, accuracy: 0.8751:  43%|████▎     | 908/2105 [49:04<1:06:43,  3.34s/it]
loss:  0.2972, accuracy: 0.8751:  43%|████▎     | 908/2105 [49:08<1:06:43,  3.34s/it]
loss:  0.2972, accuracy: 0.8751:  43%|████▎     | 909/2105 [49:08<1:06:47,  3.35s/it]
loss:  0.2971, accuracy: 0.8751:  43%|████▎     | 909/2105 [49:11<1:06:47,  3.35s/it]
loss:  0.2971, accuracy: 0.8751:  43%|████▎     | 910/2105 [49:11<1:06:54,  3.36s/it]
loss:  0.2968, accuracy: 0.8752:  43%|████▎     | 910/2105 [49:14<1:06:54,  3.36s/it]
loss:  0.2968, accuracy: 0.8752:  43%|████▎     | 911/2105 [49:14<1:06:38,  3.35s/it]
loss:  0.2968, accuracy: 0.8753:  43%|████▎     | 911/2105 [49:18<1:06:38,  3.35s/it]
loss:  0.2968, accuracy: 0.8753:  43%|████▎     | 912/2105 [49:18<1:06:40,  3.35s/it]
loss:  0.2966, accuracy: 0.8754:  43%|████▎     | 912/2105 [49:21<1:06:40,  3.35s/it]
loss:  0.2966, accuracy: 0.8754:  43%|████▎     | 913/2105 [49:21<1:06:44,  3.36s/it]
loss:  0.2964, accuracy: 0.8754:  43%|████▎     | 913/2105 [49:24<1:06:44,  3.36s/it]
loss:  0.2964, accuracy: 0.8754:  43%|████▎     | 914/2105 [49:24<1:06:44,  3.36s/it]
loss:  0.2964, accuracy: 0.8755:  43%|████▎     | 914/2105 [49:28<1:06:44,  3.36s/it]
loss:  0.2964, accuracy: 0.8755:  43%|████▎     | 915/2105 [49:28<1:06:44,  3.36s/it]
loss:  0.2962, accuracy: 0.8756:  43%|████▎     | 915/2105 [49:31<1:06:44,  3.36s/it]
loss:  0.2962, accuracy: 0.8756:  44%|████▎     | 916/2105 [49:31<1:06:49,  3.37s/it]
loss:  0.2962, accuracy: 0.8756:  44%|████▎     | 916/2105 [49:35<1:06:49,  3.37s/it]
loss:  0.2962, accuracy: 0.8756:  44%|████▎     | 917/2105 [49:35<1:06:39,  3.37s/it]
loss:  0.2959, accuracy: 0.8757:  44%|████▎     | 917/2105 [49:38<1:06:39,  3.37s/it]
loss:  0.2959, accuracy: 0.8757:  44%|████▎     | 918/2105 [49:38<1:06:37,  3.37s/it]
loss:  0.2958, accuracy: 0.8758:  44%|████▎     | 918/2105 [49:41<1:06:37,  3.37s/it]
loss:  0.2958, accuracy: 0.8758:  44%|████▎     | 919/2105 [49:41<1:06:20,  3.36s/it]
loss:  0.2956, accuracy: 0.8759:  44%|████▎     | 919/2105 [49:45<1:06:20,  3.36s/it]
loss:  0.2956, accuracy: 0.8759:  44%|████▎     | 920/2105 [49:45<1:06:22,  3.36s/it]
loss:  0.2956, accuracy: 0.8759:  44%|████▎     | 920/2105 [49:48<1:06:22,  3.36s/it]
loss:  0.2956, accuracy: 0.8759:  44%|████▍     | 921/2105 [49:48<1:06:00,  3.34s/it]
loss:  0.2956, accuracy: 0.8759:  44%|████▍     | 921/2105 [49:51<1:06:00,  3.34s/it]
loss:  0.2956, accuracy: 0.8759:  44%|████▍     | 922/2105 [49:51<1:06:03,  3.35s/it]
loss:  0.2956, accuracy: 0.8760:  44%|████▍     | 922/2105 [49:55<1:06:03,  3.35s/it]
loss:  0.2956, accuracy: 0.8760:  44%|████▍     | 923/2105 [49:55<1:06:14,  3.36s/it]
loss:  0.2956, accuracy: 0.8760:  44%|████▍     | 923/2105 [49:58<1:06:14,  3.36s/it]
loss:  0.2956, accuracy: 0.8760:  44%|████▍     | 924/2105 [49:58<1:06:13,  3.36s/it]
loss:  0.2955, accuracy: 0.8760:  44%|████▍     | 924/2105 [50:01<1:06:13,  3.36s/it]
loss:  0.2955, accuracy: 0.8760:  44%|████▍     | 925/2105 [50:01<1:05:54,  3.35s/it]
loss:  0.2955, accuracy: 0.8760:  44%|████▍     | 925/2105 [50:05<1:05:54,  3.35s/it]
loss:  0.2955, accuracy: 0.8760:  44%|████▍     | 926/2105 [50:05<1:06:07,  3.36s/it]
loss:  0.2954, accuracy: 0.8761:  44%|████▍     | 926/2105 [50:08<1:06:07,  3.36s/it]
loss:  0.2954, accuracy: 0.8761:  44%|████▍     | 927/2105 [50:08<1:05:42,  3.35s/it]
loss:  0.2952, accuracy: 0.8762:  44%|████▍     | 927/2105 [50:11<1:05:42,  3.35s/it]
loss:  0.2952, accuracy: 0.8762:  44%|████▍     | 928/2105 [50:11<1:05:43,  3.35s/it]
loss:  0.2952, accuracy: 0.8763:  44%|████▍     | 928/2105 [50:15<1:05:43,  3.35s/it]
loss:  0.2952, accuracy: 0.8763:  44%|████▍     | 929/2105 [50:15<1:05:40,  3.35s/it]
loss:  0.2952, accuracy: 0.8763:  44%|████▍     | 929/2105 [50:18<1:05:40,  3.35s/it]
loss:  0.2952, accuracy: 0.8763:  44%|████▍     | 930/2105 [50:18<1:05:42,  3.36s/it]
loss:  0.2950, accuracy: 0.8764:  44%|████▍     | 930/2105 [50:22<1:05:42,  3.36s/it]
loss:  0.2950, accuracy: 0.8764:  44%|████▍     | 931/2105 [50:22<1:05:22,  3.34s/it]
loss:  0.2950, accuracy: 0.8764:  44%|████▍     | 931/2105 [50:25<1:05:22,  3.34s/it]
loss:  0.2950, accuracy: 0.8764:  44%|████▍     | 932/2105 [50:25<1:05:33,  3.35s/it]
loss:  0.2950, accuracy: 0.8764:  44%|████▍     | 932/2105 [50:28<1:05:33,  3.35s/it]
loss:  0.2950, accuracy: 0.8764:  44%|████▍     | 933/2105 [50:28<1:05:39,  3.36s/it]
loss:  0.2949, accuracy: 0.8764:  44%|████▍     | 933/2105 [50:32<1:05:39,  3.36s/it]
loss:  0.2949, accuracy: 0.8764:  44%|████▍     | 934/2105 [50:32<1:05:42,  3.37s/it]
loss:  0.2948, accuracy: 0.8765:  44%|████▍     | 934/2105 [50:35<1:05:42,  3.37s/it]
loss:  0.2948, accuracy: 0.8765:  44%|████▍     | 935/2105 [50:35<1:05:46,  3.37s/it]
loss:  0.2948, accuracy: 0.8765:  44%|████▍     | 935/2105 [50:39<1:05:46,  3.37s/it]
loss:  0.2948, accuracy: 0.8765:  44%|████▍     | 936/2105 [50:39<1:07:16,  3.45s/it]
loss:  0.2947, accuracy: 0.8765:  44%|████▍     | 936/2105 [50:42<1:07:16,  3.45s/it]
loss:  0.2947, accuracy: 0.8765:  45%|████▍     | 937/2105 [50:42<1:08:13,  3.50s/it]
loss:  0.2946, accuracy: 0.8765:  45%|████▍     | 937/2105 [50:46<1:08:13,  3.50s/it]
loss:  0.2946, accuracy: 0.8765:  45%|████▍     | 938/2105 [50:46<1:09:49,  3.59s/it]
loss:  0.2945, accuracy: 0.8766:  45%|████▍     | 938/2105 [50:50<1:09:49,  3.59s/it]
loss:  0.2945, accuracy: 0.8766:  45%|████▍     | 939/2105 [50:50<1:10:56,  3.65s/it]
loss:  0.2943, accuracy: 0.8767:  45%|████▍     | 939/2105 [50:54<1:10:56,  3.65s/it]
loss:  0.2943, accuracy: 0.8767:  45%|████▍     | 940/2105 [50:54<1:11:49,  3.70s/it]
loss:  0.2942, accuracy: 0.8767:  45%|████▍     | 940/2105 [50:57<1:11:49,  3.70s/it]
loss:  0.2942, accuracy: 0.8767:  45%|████▍     | 941/2105 [50:57<1:11:38,  3.69s/it]
loss:  0.2941, accuracy: 0.8768:  45%|████▍     | 941/2105 [51:01<1:11:38,  3.69s/it]
loss:  0.2941, accuracy: 0.8768:  45%|████▍     | 942/2105 [51:01<1:12:02,  3.72s/it]
loss:  0.2941, accuracy: 0.8767:  45%|████▍     | 942/2105 [51:05<1:12:02,  3.72s/it]
loss:  0.2941, accuracy: 0.8767:  45%|████▍     | 943/2105 [51:05<1:11:05,  3.67s/it]
loss:  0.2941, accuracy: 0.8767:  45%|████▍     | 943/2105 [51:08<1:11:05,  3.67s/it]
loss:  0.2941, accuracy: 0.8767:  45%|████▍     | 944/2105 [51:08<1:09:39,  3.60s/it]
loss:  0.2940, accuracy: 0.8768:  45%|████▍     | 944/2105 [51:12<1:09:39,  3.60s/it]
loss:  0.2940, accuracy: 0.8768:  45%|████▍     | 945/2105 [51:12<1:08:27,  3.54s/it]
loss:  0.2939, accuracy: 0.8768:  45%|████▍     | 945/2105 [51:15<1:08:27,  3.54s/it]
loss:  0.2939, accuracy: 0.8768:  45%|████▍     | 946/2105 [51:15<1:07:30,  3.49s/it]
loss:  0.2939, accuracy: 0.8767:  45%|████▍     | 946/2105 [51:18<1:07:30,  3.49s/it]
loss:  0.2939, accuracy: 0.8767:  45%|████▍     | 947/2105 [51:18<1:06:42,  3.46s/it]
loss:  0.2938, accuracy: 0.8767:  45%|████▍     | 947/2105 [51:22<1:06:42,  3.46s/it]
loss:  0.2938, accuracy: 0.8767:  45%|████▌     | 948/2105 [51:22<1:06:18,  3.44s/it]
loss:  0.2936, accuracy: 0.8769:  45%|████▌     | 948/2105 [51:25<1:06:18,  3.44s/it]
loss:  0.2936, accuracy: 0.8769:  45%|████▌     | 949/2105 [51:25<1:05:57,  3.42s/it]
loss:  0.2934, accuracy: 0.8769:  45%|████▌     | 949/2105 [51:29<1:05:57,  3.42s/it]
loss:  0.2934, accuracy: 0.8769:  45%|████▌     | 950/2105 [51:29<1:06:36,  3.46s/it]
loss:  0.2933, accuracy: 0.8770:  45%|████▌     | 950/2105 [51:32<1:06:36,  3.46s/it]
loss:  0.2933, accuracy: 0.8770:  45%|████▌     | 951/2105 [51:32<1:05:53,  3.43s/it]
loss:  0.2934, accuracy: 0.8771:  45%|████▌     | 951/2105 [51:35<1:05:53,  3.43s/it]
loss:  0.2934, accuracy: 0.8771:  45%|████▌     | 952/2105 [51:35<1:05:39,  3.42s/it]
loss:  0.2934, accuracy: 0.8771:  45%|████▌     | 952/2105 [51:39<1:05:39,  3.42s/it]
loss:  0.2934, accuracy: 0.8771:  45%|████▌     | 953/2105 [51:39<1:05:17,  3.40s/it]
loss:  0.2933, accuracy: 0.8771:  45%|████▌     | 953/2105 [51:42<1:05:17,  3.40s/it]
loss:  0.2933, accuracy: 0.8771:  45%|████▌     | 954/2105 [51:42<1:05:16,  3.40s/it]
loss:  0.2932, accuracy: 0.8772:  45%|████▌     | 954/2105 [51:45<1:05:16,  3.40s/it]
loss:  0.2932, accuracy: 0.8772:  45%|████▌     | 955/2105 [51:45<1:04:46,  3.38s/it]
loss:  0.2931, accuracy: 0.8772:  45%|████▌     | 955/2105 [51:49<1:04:46,  3.38s/it]
loss:  0.2931, accuracy: 0.8772:  45%|████▌     | 956/2105 [51:49<1:04:55,  3.39s/it]
